time,base_time,time_offset,atmos_pressure,qc_atmos_pressure,temp_mean,qc_temp_mean,temp_std,rh_mean,qc_rh_mean,rh_std,vapor_pressure_mean,qc_vapor_pressure_mean,vapor_pressure_std,wspd_arith_mean,qc_wspd_arith_mean,wspd_vec_mean,qc_wspd_vec_mean,wdir_vec_mean,qc_wdir_vec_mean,wdir_vec_std,pwd_err_code,pwd_mean_vis_1min,qc_pwd_mean_vis_1min,pwd_mean_vis_10min,qc_pwd_mean_vis_10min,pwd_pw_code_inst,qc_pwd_pw_code_inst,pwd_pw_code_15min,qc_pwd_pw_code_15min,pwd_pw_code_1hr,qc_pwd_pw_code_1hr,pwd_precip_rate_mean_1min,qc_pwd_precip_rate_mean_1min,pwd_cumul_rain,qc_pwd_cumul_rain,pwd_cumul_snow,qc_pwd_cumul_snow,org_precip_rate_mean,qc_org_precip_rate_mean,tbrg_precip_total,qc_tbrg_precip_total,tbrg_precip_total_corr,qc_tbrg_precip_total_corr,logger_volt,qc_logger_volt,logger_temp,qc_logger_temp,lat,lon,alt
2023-06-14 00:41:00,2023-06-14,2023-06-14 00:41:00,71.68,0,7.35,0,0.071,65.28,0,0.351,0.669,0,0.005,3.433,0,3.413,0,299.3,0,6.167,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,15.37,0,38.956158,-106.987854,2886.0
2023-06-14 00:42:00,2023-06-14,2023-06-14 00:42:00,71.69,0,7.374,0,0.068,65.09,0,0.36,0.669,0,0.004,4.007,0,3.935,0,303.7,0,10.84,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,15.34,0,38.956158,-106.987854,2886.0
2023-06-14 00:43:00,2023-06-14,2023-06-14 00:43:00,71.68,0,7.413,0,0.055,64.31,0,0.338,0.662,0,0.004,3.974,0,3.83,0,288.1,0,15.41,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.31,0,38.956158,-106.987854,2886.0
2023-06-14 00:44:00,2023-06-14,2023-06-14 00:44:00,71.68,0,7.443,0,0.065,64.04,0,0.467,0.661,0,0.006,3.388,0,3.168,0,306.3,0,20.64,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,15.28,0,38.956158,-106.987854,2886.0
2023-06-14 00:45:00,2023-06-14,2023-06-14 00:45:00,71.69,0,7.445,0,0.064,64.26,0,0.242,0.663,0,0.003,4.607,0,4.545,0,290.8,0,9.42,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.25,0,38.956158,-106.987854,2886.0
2023-06-14 00:46:00,2023-06-14,2023-06-14 00:46:00,71.68,0,7.414,0,0.06,63.5,0,0.306,0.654,0,0.004,3.87,0,3.799,0,311.3,0,10.92,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.57,0,15.22,0,38.956158,-106.987854,2886.0
2023-06-14 00:47:00,2023-06-14,2023-06-14 00:47:00,71.67,0,7.421,0,0.056,63.79,0,0.328,0.657,0,0.004,5.384,0,5.341,0,339.6,0,7.271,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.19,0,38.956158,-106.987854,2886.0
2023-06-14 00:48:00,2023-06-14,2023-06-14 00:48:00,71.68,0,7.405,0,0.071,63.57,0,0.205,0.654,0,0.004,3.36,0,3.315,0,340.7,0,9.32,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.16,0,38.956158,-106.987854,2886.0
2023-06-14 00:49:00,2023-06-14,2023-06-14 00:49:00,71.68,0,7.412,0,0.062,63.95,0,0.302,0.659,0,0.004,3.887,0,3.622,0,307.0,0,21.14,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.13,0,38.956158,-106.987854,2886.0
2023-06-14 00:50:00,2023-06-14,2023-06-14 00:50:00,71.68,0,7.414,0,0.06,63.71,0,0.335,0.656,0,0.005,4.336,0,4.263,0,324.2,0,10.51,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.1,0,38.956158,-106.987854,2886.0
2023-06-14 00:51:00,2023-06-14,2023-06-14 00:51:00,71.68,0,7.439,0,0.062,63.78,0,0.37,0.658,0,0.004,4.13,0,4.058,0,312.2,0,10.73,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.06,0,38.956158,-106.987854,2886.0
2023-06-14 00:52:00,2023-06-14,2023-06-14 00:52:00,71.68,0,7.466,0,0.059,63.7,0,0.281,0.658,0,0.004,3.467,0,3.363,0,312.8,0,14.01,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,15.03,0,38.956158,-106.987854,2886.0
2023-06-14 00:53:00,2023-06-14,2023-06-14 00:53:00,71.68,0,7.531,0,0.071,63.14,0,0.239,0.656,0,0.004,2.901,0,2.865,0,320.7,0,9.04,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,15.0,0,38.956158,-106.987854,2886.0
2023-06-14 00:54:00,2023-06-14,2023-06-14 00:54:00,71.68,0,7.56,0,0.059,62.44,0,0.325,0.65,0,0.004,2.517,0,2.479,0,298.5,0,9.93,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,14.98,0,38.956158,-106.987854,2886.0
2023-06-14 00:55:00,2023-06-14,2023-06-14 00:55:00,71.68,0,7.616,0,0.063,63.1,0,0.673,0.659,0,0.008,2.764,0,2.729,0,304.8,0,9.05,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.95,0,38.956158,-106.987854,2886.0
2023-06-14 00:56:00,2023-06-14,2023-06-14 00:56:00,71.68,0,7.696,0,0.064,65.13,0,0.47,0.684,0,0.006,3.317,0,3.212,0,292.1,0,14.42,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.93,0,38.956158,-106.987854,2886.0
2023-06-14 00:57:00,2023-06-14,2023-06-14 00:57:00,71.67,0,7.72,0,0.061,64.11,0,0.522,0.674,0,0.006,3.123,0,3.093,0,305.3,0,7.989,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.9,0,38.956158,-106.987854,2886.0
2023-06-14 00:58:00,2023-06-14,2023-06-14 00:58:00,71.68,0,7.739,0,0.062,63.21,0,0.245,0.666,0,0.004,2.557,0,2.533,0,299.3,0,7.921,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,14.88,0,38.956158,-106.987854,2886.0
2023-06-14 00:59:00,2023-06-14,2023-06-14 00:59:00,71.68,0,7.751,0,0.064,63.05,0,0.325,0.665,0,0.004,2.676,0,2.636,0,301.1,0,9.91,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,14.86,0,38.956158,-106.987854,2886.0
2023-06-14 01:00:00,2023-06-14,2023-06-14 01:00:00,71.68,0,7.739,0,0.076,62.84,0,0.225,0.662,0,0.005,3.8,0,3.777,0,322.1,0,6.283,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.84,0,38.956158,-106.987854,2886.0
2023-06-14 01:01:00,2023-06-14,2023-06-14 01:01:00,71.68,0,7.748,0,0.064,62.65,0,0.486,0.66,0,0.006,3.44,0,3.409,0,306.1,0,7.769,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.83,0,38.956158,-106.987854,2886.0
2023-06-14 01:02:00,2023-06-14,2023-06-14 01:02:00,71.68,0,7.696,0,0.079,61.66,0,0.233,0.647,0,0.005,4.408,0,4.393,0,298.5,0,4.721,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.81,0,38.956158,-106.987854,2886.0
2023-06-14 01:03:00,2023-06-14,2023-06-14 01:03:00,71.68,0,7.629,0,0.069,61.63,0,0.29,0.644,0,0.005,3.899,0,3.864,0,312.4,0,7.637,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.8,0,38.956158,-106.987854,2886.0
2023-06-14 01:04:00,2023-06-14,2023-06-14 01:04:00,71.68,0,7.558,0,0.053,61.97,0,0.505,0.645,0,0.006,3.968,0,3.922,0,300.5,0,8.72,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.78,0,38.956158,-106.987854,2886.0
2023-06-14 01:05:00,2023-06-14,2023-06-14 01:05:00,71.68,0,7.556,0,0.058,62.41,0,0.549,0.649,0,0.006,3.513,0,3.499,0,293.4,0,5.187,0.0,20000.0,0,20000.0,0,0.0,0,23.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.59,0,14.76,0,38.956158,-106.987854,2886.0
2023-06-14 01:06:00,2023-06-14,2023-06-14 01:06:00,71.68,0,7.585,0,0.077,61.59,0,0.304,0.642,0,0.004,5.122,0,5.106,0,306.4,0,4.483,0.0,20000.0,0,20000.0,0,0.0,0,0.0,0,23.0,0,0.0,0,10.19,0,749.0,0,0.0,0,0.0,0,0.0,0,11.58,0,14.75,0,38.956158,-106.987854,2886.0
